417,OWL,2025-01-01 06:00:03,D
935,DVQ,2025-01-01 06:00:11,D
635,QNG,2025-01-01 06:00:14,D
440,EXU,2025-01-01 06:00:20,D
145,NWZ,2025-01-01 06:00:20,D
417,NQA,2025-01-01 06:02:19,A
417,NQA,2025-01-01 06:03:05,D
527,SGG,2025-01-01 06:05:06,D
356,AUQ,2025-01-01 06:05:09,D
139,BGA,2025-01-01 06:05:10,D
833,KQK,2025-01-01 06:05:10,D
316,QOL,2025-01-01 06:05:11,D
145,ZCH,2025-01-01 06:05:15,A
316,CFE,2025-01-01 06:06:08,A
145,ZCH,2025-01-01 06:06:26,D
316,CFE,2025-01-01 06:07:11,D
935,TCM,2025-01-01 06:07:17,A
935,TCM,2025-01-01 06:08:28,D
635,IEH,2025-01-01 06:08:43,A
635,IEH,2025-01-01 06:09:13,D
417,GKX,2025-01-01 06:09:33,A
139,OCB,2025-01-01 06:09:46,A
440,NOY,2025-01-01 06:09:50,A
891,QOL,2025-01-01 06:10:03,D
326,SEI,2025-01-01 06:10:05,D
428,CDY,2025-01-01 06:10:08,D
620,JWT,2025-01-01 06:10:20,D
316,KIV,2025-01-01 06:10:23,A
145,FRM,2025-01-01 06:10:28,A
417,GKX,2025-01-01 06:10:34,D
440,NOY,2025-01-01 06:10:41,D
935,NME,2025-01-01 06:10:47,A
139,OCB,2025-01-01 06:10:50,D
316,KIV,2025-01-01 06:10:53,D
326,YGH,2025-01-01 06:11:05,A
145,FRM,2025-01-01 06:11:21,D
935,NME,2025-01-01 06:11:27,D
326,YGH,2025-01-01 06:11:35,D
527,UTG,2025-01-01 06:12:12,A
440,OPA,2025-01-01 06:12:35,A
527,UTG,2025-01-01 06:13:01,D
833,QVN,2025-01-01 06:13:32,A
428,PKG,2025-01-01 06:13:52,A
833,QVN,2025-01-01 06:14:26,D
428,PKG,2025-01-01 06:14:46,D
356,GXD,2025-01-01 06:14:55,A
942,QTX,2025-01-01 06:15:01,D
200,IHE,2025-01-01 06:15:06,D
672,MVG,2025-01-01 06:15:15,D
326,ZMN,2025-01-01 06:15:18,A
356,GXD,2025-01-01 06:15:29,D
326,ZMN,2025-01-01 06:15:55,D
417,EAH,2025-01-01 06:16:54,A
417,EAH,2025-01-01 06:17:51,D
356,JCD,2025-01-01 06:17:53,A
935,GKL,2025-01-01 06:18:02,A
527,RVY,2025-01-01 06:18:06,A
635,AUE,2025-01-01 06:18:09,A
316,DKS,2025-01-01 06:18:36,A
